ID,c,r_c,r_t,M_V,m_tot,M_bol,M_U,M_B,M_R,M_I,M_J,M_H,M_Ks
2312,1.01,12.27,126.21,-4.66,11445.66,-5.229,-3.866,-3.919,-5.151,-5.644,-6.317,-6.832,-6.922
2313,1.39,7.09,175.0,-8.663,453376.09,-9.218,-7.884,-7.934,-9.146,-9.631,-10.291,-10.797,-10.882
2314,1.92,1.35,112.54,-6.25,47011.3,-6.808,-5.457,-5.513,-6.738,-7.225,-7.889,-8.394,-8.482
2315,0.71,34.32,175.0,-7.18,115132.98,-7.732,-6.415,-6.457,-7.661,-8.142,-8.795,-9.294,-9.382
2316,1.24,6.5,112.21,-5.277,23725.79,-5.782,-4.638,-4.624,-5.72,-6.167,-6.767,-7.213,-7.296
2317,0.94,20.21,175.0,-9.148,722104.62,-9.703,-8.391,-8.429,-9.626,-10.104,-10.753,-11.253,-11.336
2318,2.16,1.22,175.0,-8.717,481537.25,-9.267,-7.945,-7.993,-9.197,-9.68,-10.335,-10.836,-10.921
2319,1.15,12.0,170.45,-6.017,40805.61,-6.558,-5.272,-5.306,-6.491,-6.966,-7.61,-8.098,-8.184
2320,1.14,11.18,153.84,-4.261,8614.39,-4.83,-3.477,-3.52,-4.752,-5.244,-5.915,-6.428,-6.519
2321,1.23,10.35,175.0,-9.371,900676.06,-9.921,-8.621,-8.655,-9.845,-10.318,-10.963,-11.46,-11.541
2322,1.69,3.58,175.0,-6.46,58656.71,-7.019,-5.682,-5.73,-6.945,-7.431,-8.094,-8.599,-8.689
2323,1.68,3.69,175.0,-5.679,26811.99,-6.265,-4.843,-4.915,-6.184,-6.687,-7.376,-7.906,-7.997
2324,0.7,8.98,44.76,-2.184,1315.71,-2.697,-1.505,-1.502,-2.64,-3.098,-3.712,-4.169,-4.252
2325,0.84,10.46,72.0,-3.749,5146.28,-4.275,-3.025,-3.053,-4.213,-4.679,-5.31,-5.784,-5.869
2326,1.12,13.13,175.0,-6.605,69364.45,-7.148,-5.86,-5.894,-7.079,-7.556,-8.201,-8.69,-8.777
2327,1.71,1.61,82.83,-5.896,35900.95,-6.506,-5.242,-5.218,-6.357,-6.824,-7.459,-7.942,-8.029
2328,1.64,4.03,175.0,-6.211,49488.01,-6.773,-5.428,-5.476,-6.699,-7.187,-7.852,-8.359,-8.449
2329,2.15,1.25,175.0,-9.819,1378120.88,-10.369,-9.098,-9.118,-10.282,-10.749,-11.389,-11.883,-11.963
2330,0.7,10.62,52.77,-5.429,25572.28,-5.962,-4.709,-4.729,-5.895,-6.365,-7.0,-7.48,-7.566
2331,1.28,6.33,121.74,-4.07,6922.32,-4.592,-3.368,-3.382,-4.529,-4.992,-5.618,-6.087,-6.172
2332,1.88,0.91,68.67,-3.632,4397.67,-4.173,-2.875,-2.915,-4.108,-4.585,-5.231,-5.72,-5.806
2333,1.89,2.05,158.96,-4.524,11121.64,-5.05,-3.82,-3.836,-4.985,-5.45,-6.078,-6.55,-6.636
2334,0.7,35.25,175.0,-9.557,1061611.75,-10.113,-8.81,-8.842,-10.032,-10.503,-11.15,-11.649,-11.73
2335,2.32,0.83,175.0,-8.358,340518.94,-8.925,-7.598,-7.634,-8.837,-9.32,-9.982,-10.485,-10.572
2336,1.97,1.89,175.0,-9.346,885262.31,-9.894,-8.605,-8.637,-9.818,-10.289,-10.932,-11.428,-11.51
2337,0.94,3.78,32.7,-3.029,2877.52,-3.555,-2.32,-2.337,-3.491,-3.956,-4.585,-5.057,-5.143
2338,0.5,55.32,175.0,-6.5,61774.13,-7.085,-5.679,-5.742,-7.002,-7.504,-8.19,-8.718,-8.81
2339,0.83,5.06,33.95,-2.075,1305.12,-2.567,-1.473,-1.444,-2.505,-2.941,-3.523,-3.952,-4.033
2340,0.77,27.48,160.63,-4.867,15693.14,-5.381,-4.199,-4.197,-5.318,-5.773,-6.386,-6.845,-6.929
2341,1.83,2.56,175.0,-5.77,33282.21,-6.324,-4.997,-5.042,-6.252,-6.736,-7.395,-7.895,-7.984
2342,1.85,2.2,157.09,-6.963,92601.62,-7.53,-6.165,-6.221,-7.455,-7.947,-8.614,-9.128,-9.218
2343,1.68,3.7,175.0,-8.349,357780.34,-8.894,-7.614,-7.642,-8.819,-9.293,-9.941,-10.432,-10.518
2344,1.44,4.09,112.5,-8.115,262640.59,-8.685,-7.328,-7.377,-8.601,-9.089,-9.759,-10.272,-10.36
2345,1.73,0.93,50.19,-5.37,24158.52,-5.894,-4.67,-4.683,-5.83,-6.293,-6.919,-7.389,-7.474
2346,1.69,2.03,100.14,-7.66,174117.3,-8.213,-6.876,-6.927,-8.144,-8.625,-9.285,-9.79,-9.878
2347,0.78,7.79,46.55,-4.656,11955.97,-5.222,-3.88,-3.921,-5.144,-5.633,-6.3,-6.81,-6.9
2348,2.41,0.68,175.0,-6.306,55179.89,-6.86,-5.556,-5.587,-6.787,-7.269,-7.925,-8.424,-8.513
2349,1.16,12.22,175.0,-9.652,1213010.38,-10.193,-8.928,-8.95,-10.118,-10.583,-11.219,-11.709,-11.789
2350,2.41,0.13,34.44,-2.234,1360.91,-2.74,-1.582,-1.573,-2.679,-3.129,-3.733,-4.183,-4.265
2351,1.31,8.57,175.0,-9.661,1204032.88,-10.213,-8.936,-8.958,-10.128,-10.594,-11.235,-11.729,-11.81
2352,1.27,9.44,175.0,-7.164,108318.97,-7.735,-6.352,-6.415,-7.659,-8.152,-8.825,-9.342,-9.432
2353,1.48,2.56,78.02,-5.524,25673.51,-6.06,-4.788,-4.818,-5.993,-6.466,-7.106,-7.59,-7.676
2354,1.44,6.32,175.0,-6.461,56759.36,-7.021,-5.679,-5.73,-6.947,-7.434,-8.098,-8.605,-8.694
2355,1.57,4.73,175.0,-6.721,76444.99,-7.267,-5.962,-6.001,-7.199,-7.678,-8.328,-8.82,-8.908
2356,2.35,0.56,124.78,-7.281,129264.13,-7.84,-6.502,-6.548,-7.767,-8.25,-8.91,-9.415,-9.504
2357,1.04,4.29,46.87,-2.151,1246.71,-2.67,-1.462,-1.465,-2.608,-3.068,-3.687,-4.151,-4.234
2358,1.07,10.06,118.32,-5.601,29466.34,-6.132,-4.883,-4.904,-6.066,-6.534,-7.168,-7.645,-7.731
2359,0.8,5.83,36.98,-2.577,1862.81,-3.097,-1.885,-1.894,-3.035,-3.496,-4.116,-4.582,-4.666
2360,2.01,1.71,175.0,-8.257,313976.84,-8.808,-7.503,-7.541,-8.73,-9.208,-9.861,-10.357,-10.443
2361,1.64,2.61,113.14,-3.633,4954.29,-4.161,-2.907,-2.93,-4.1,-4.569,-5.201,-5.676,-5.762
2362,0.57,19.56,73.05,-2.889,2166.66,-3.43,-2.128,-2.162,-3.367,-3.847,-4.494,-4.984,-5.07
2363,1.23,3.15,52.96,-2.091,1286.4,-2.613,-1.4,-1.406,-2.55,-3.011,-3.632,-4.097,-4.182
2364,2.24,1.01,175.0,-9.837,1394821.88,-10.387,-9.092,-9.124,-10.306,-10.778,-11.426,-11.927,-12.008
2365,1.29,4.23,81.95,-2.144,1171.45,-2.64,-1.496,-1.497,-2.582,-3.026,-3.622,-4.063,-4.144
2366,1.41,1.57,40.49,-2.402,1622.5,-2.912,-1.752,-1.737,-2.85,-3.302,-3.907,-4.358,-4.441
2367,1.56,3.21,115.66,-3.441,3451.61,-3.971,-2.703,-2.735,-3.908,-4.378,-5.014,-5.494,-5.579
2368,1.7,0.78,38.66,-3.82,6372.66,-4.311,-3.214,-3.189,-4.25,-4.686,-5.268,-5.698,-5.779
2369,0.89,12.12,93.04,-3.049,2940.49,-3.536,-2.443,-2.423,-3.477,-3.911,-4.491,-4.917,-4.997
2370,0.68,28.62,138.23,-7.201,119864.78,-7.761,-6.423,-6.469,-7.687,-8.172,-8.832,-9.338,-9.428
2371,2.09,0.29,35.91,-4.242,6737.0,-5.057,-3.854,-3.677,-4.667,-5.108,-5.73,-6.217,-6.303
2372,2.28,0.35,65.82,-3.578,4421.37,-4.109,-2.852,-2.879,-4.044,-4.513,-5.148,-5.626,-5.712
2373,1.23,1.86,31.46,-2.145,1305.99,-2.648,-1.505,-1.49,-2.589,-3.036,-3.633,-4.076,-4.157
2374,1.92,1.8,149.62,-4.556,10925.58,-5.132,-3.779,-3.821,-5.049,-5.542,-6.218,-6.738,-6.828
2375,1.62,3.92,163.72,-6.474,56225.26,-7.055,-5.635,-5.71,-6.976,-7.477,-8.163,-8.688,-8.779
2376,0.68,11.79,55.94,-2.077,1366.75,-2.595,-1.415,-1.401,-2.531,-2.988,-3.602,-4.059,-4.144
2377,1.97,0.57,53.32,-2.388,1540.73,-2.91,-1.683,-1.688,-2.852,-3.318,-3.943,-4.41,-4.494
2378,1.8,2.37,148.81,-5.563,29334.4,-6.088,-4.869,-4.879,-6.022,-6.485,-7.11,-7.579,-7.664
2379,1.88,2.32,175.0,-6.881,83827.3,-7.457,-6.059,-6.126,-7.379,-7.877,-8.554,-9.074,-9.165
2380,2.07,1.5,175.0,-7.116,108706.55,-7.676,-6.329,-6.38,-7.604,-8.091,-8.751,-9.258,-9.348
2381,0.75,11.39,64.34,-3.021,2796.39,-3.529,-2.372,-2.36,-3.467,-3.918,-4.522,-4.973,-5.055
2382,0.58,45.97,175.0,-6.743,73459.75,-7.308,-5.939,-5.999,-7.235,-7.726,-8.395,-8.905,-8.995
2383,2.06,1.54,175.0,-7.237,126514.91,-7.79,-6.475,-6.515,-7.718,-8.198,-8.851,-9.351,-9.44
2384,1.81,2.7,175.0,-8.988,640388.31,-9.54,-8.255,-8.282,-9.46,-9.935,-10.577,-11.071,-11.154
2385,1.45,6.16,175.0,-9.097,700405.31,-9.645,-8.344,-8.382,-9.572,-10.05,-10.695,-11.193,-11.276
2386,0.76,3.02,17.38,-2.02,1043.47,-2.541,-1.315,-1.328,-2.481,-2.944,-3.568,-4.036,-4.119
2387,2.08,0.45,54.51,-2.621,1783.32,-3.174,-1.812,-1.873,-3.11,-3.597,-4.259,-4.76,-4.848
2388,1.18,11.47,175.0,-8.111,270289.53,-8.659,-7.333,-7.381,-8.59,-9.071,-9.731,-10.232,-10.318
2389,1.49,2.16,66.88,-2.359,1662.27,-2.873,-1.704,-1.686,-2.811,-3.266,-3.875,-4.328,-4.411
2390,0.76,14.3,81.85,-3.141,2942.82,-3.651,-2.469,-2.474,-3.59,-4.043,-4.654,-5.112,-5.195
2391,0.66,15.81,72.24,-2.073,1242.68,-2.57,-1.45,-1.43,-2.51,-2.951,-3.541,-3.977,-4.058
2392,0.83,21.12,144.17,-5.457,23227.22,-6.027,-4.659,-4.715,-5.95,-6.443,-7.116,-7.632,-7.722
2393,2.43,0.65,175.0,-6.263,53467.06,-6.805,-5.524,-5.555,-6.736,-7.21,-7.855,-8.343,-8.43
2394,1.39,7.18,175.0,-7.889,231456.81,-8.442,-7.149,-7.177,-8.361,-8.834,-9.482,-9.976,-10.063
2395,0.53,28.33,96.29,-3.029,3130.26,-3.542,-2.377,-2.36,-3.479,-3.932,-4.539,-4.991,-5.075
2396,1.76,2.45,140.13,-4.584,11023.67,-5.153,-3.795,-3.844,-5.076,-5.567,-6.239,-6.752,-6.843
2397,1.66,1.56,70.38,-3.956,6082.42,-4.481,-3.241,-3.266,-4.418,-4.883,-5.512,-5.984,-6.069
2398,1.71,3.43,175.0,-5.935,39294.1,-6.489,-5.185,-5.218,-6.414,-6.896,-7.551,-8.051,-8.139
2399,1.74,3.17,175.0,-7.736,201668.08,-8.273,-6.997,-7.027,-8.206,-8.676,-9.319,-9.808,-9.896
2400,1.85,1.2,85.79,-2.737,1945.68,-3.247,-2.058,-2.064,-3.189,-3.644,-4.257,-4.713,-4.795
2401,2.44,0.53,147.45,-4.219,7694.79,-4.748,-3.5,-3.522,-4.683,-5.151,-5.784,-6.262,-6.347
2402,1.55,4.99,175.0,-7.456,160091.02,-8.003,-6.712,-6.742,-7.932,-8.405,-9.052,-9.546,-9.634
2403,1.39,4.45,108.87,-7.482,152529.55,-8.052,-6.739,-6.768,-7.96,-8.436,-9.088,-9.59,-9.679
2404,2.26,0.96,175.0,-7.41,142984.02,-7.96,-6.649,-6.689,-7.89,-8.367,-9.019,-9.517,-9.606
2405,1.97,0.47,43.47,-4.115,7683.48,-4.628,-3.455,-3.451,-4.563,-5.016,-5.626,-6.084,-6.168
2406,0.65,26.45,117.78,-4.939,15548.73,-5.501,-4.168,-4.206,-5.425,-5.912,-6.577,-7.084,-7.173
2407,1.61,4.33,175.0,-8.978,633032.0,-9.532,-8.246,-8.272,-9.449,-9.924,-10.566,-11.059,-11.142
2408,1.84,2.53,175.0,-8.722,499520.22,-9.274,-8.0,-8.022,-9.19,-9.663,-10.306,-10.796,-10.879
2409,0.79,20.48,125.0,-5.702,26947.46,-6.258,-4.895,-4.962,-6.19,-6.677,-7.342,-7.847,-7.936
2410,1.23,6.09,102.32,-7.83,211634.42,-8.381,-7.078,-7.115,-8.304,-8.78,-9.434,-9.936,-10.024
2411,0.66,37.9,175.0,-6.447,62516.66,-6.995,-5.726,-5.753,-6.913,-7.38,-8.017,-8.499,-8.586
2412,1.54,5.09,175.0,-5.468,23823.72,-5.995,-4.745,-4.773,-5.932,-6.399,-7.031,-7.507,-7.591
2413,1.38,7.35,175.0,-6.958,98847.29,-7.512,-6.195,-6.233,-7.44,-7.923,-8.576,-9.075,-9.164
2414,0.58,39.95,153.24,-4.707,12851.38,-5.276,-3.915,-3.963,-5.199,-5.691,-6.363,-6.876,-6.967
2415,1.29,8.9,175.0,-8.764,521326.84,-9.319,-8.037,-8.061,-9.235,-9.71,-10.355,-10.849,-10.933
2416,0.61,43.32,175.0,-9.05,662181.56,-9.6,-8.285,-8.329,-9.528,-10.008,-10.656,-11.155,-11.239
2417,1.9,2.2,175.0,-7.685,189415.72,-8.238,-6.95,-6.976,-8.158,-8.63,-9.278,-9.774,-9.862
2418,1.65,3.89,175.0,-5.423,25995.19,-5.962,-4.693,-4.718,-5.893,-6.366,-7.007,-7.491,-7.578
2419,1.71,3.39,175.0,-8.009,258232.77,-8.552,-7.252,-7.289,-8.483,-8.96,-9.613,-10.11,-10.197
2420,1.86,2.42,175.0,-7.924,230918.5,-8.485,-7.168,-7.202,-8.401,-8.88,-9.537,-10.043,-10.13
2421,0.94,20.25,175.0,-6.921,92710.14,-7.485,-6.13,-6.182,-7.411,-7.9,-8.565,-9.073,-9.163
2422,1.64,1.87,81.24,-5.668,30430.84,-6.195,-4.966,-4.982,-6.128,-6.592,-7.22,-7.695,-7.781
2423,1.91,0.61,49.94,-4.63,12511.58,-5.163,-3.911,-3.929,-5.097,-5.566,-6.201,-6.679,-6.765
2424,0.97,9.8,91.37,-4.402,9130.13,-4.961,-3.61,-3.667,-4.888,-5.375,-6.04,-6.547,-6.636
2425,1.53,5.15,175.0,-6.433,57921.51,-6.993,-5.65,-5.699,-6.919,-7.407,-8.072,-8.578,-8.667
2426,0.79,4.06,25.34,-2.823,2601.29,-3.341,-2.147,-2.14,-3.28,-3.739,-4.356,-4.815,-4.9
2427,1.28,9.12,175.0,-8.412,358577.72,-8.962,-7.654,-7.696,-8.887,-9.366,-10.02,-10.517,-10.602
2428,1.67,1.54,71.8,-4.227,8162.21,-4.763,-3.511,-3.528,-4.694,-5.164,-5.801,-6.283,-6.369
2429,2.0,1.76,175.0,-9.854,1438089.5,-10.396,-9.105,-9.139,-10.322,-10.793,-11.439,-11.937,-12.018
2430,0.74,31.92,175.0,-6.688,75341.93,-7.239,-5.931,-5.969,-7.167,-7.648,-8.301,-8.799,-8.887
2431,0.69,35.35,175.0,-8.319,333163.38,-8.87,-7.565,-7.602,-8.794,-9.272,-9.928,-10.425,-10.511
2432,1.16,3.99,57.33,-4.312,10148.87,-4.805,-3.704,-3.68,-4.743,-5.18,-5.765,-6.197,-6.279
2433,1.3,8.81,175.0,-7.691,182495.2,-8.254,-6.897,-6.951,-8.179,-8.666,-9.335,-9.849,-9.939
2434,1.63,0.99,42.45,-2.402,1604.05,-2.939,-1.647,-1.685,-2.877,-3.352,-3.994,-4.476,-4.563
2435,0.97,15.95,148.99,-5.975,38815.13,-6.532,-5.205,-5.25,-6.458,-6.943,-7.604,-8.108,-8.197
2436,1.64,2.56,112.04,-4.718,11200.9,-5.278,-3.907,-3.974,-5.207,-5.697,-6.365,-6.874,-6.963
2437,1.76,2.88,166.48,-5.6,29324.35,-6.138,-4.867,-4.895,-6.07,-6.543,-7.184,-7.668,-7.755
2438,2.16,1.22,175.0,-8.87,558683.25,-9.431,-8.128,-8.158,-9.345,-9.824,-10.473,-10.972,-11.056
2439,0.83,25.97,175.0,-6.198,46433.34,-6.763,-5.401,-5.455,-6.688,-7.179,-7.849,-8.36,-8.45
2440,0.82,13.49,89.92,-2.853,2190.28,-3.372,-2.152,-2.169,-3.31,-3.771,-4.394,-4.862,-4.946
2441,1.28,9.21,175.0,-7.985,259267.75,-8.535,-7.252,-7.275,-8.454,-8.927,-9.574,-10.066,-10.152
2442,1.85,2.45,175.0,-7.488,148841.42,-8.067,-6.744,-6.777,-7.968,-8.445,-9.102,-9.608,-9.697
2443,1.36,3.67,84.9,-4.294,8895.42,-4.822,-3.579,-3.601,-4.757,-5.224,-5.855,-6.329,-6.415
2444,0.96,19.2,175.0,-7.467,159374.59,-8.018,-6.764,-6.774,-7.934,-8.399,-9.036,-9.522,-9.61
2445,1.17,3.64,53.54,-2.827,2526.87,-3.314,-2.236,-2.204,-3.253,-3.686,-4.262,-4.686,-4.766
2446,1.77,1.42,82.8,-3.923,6125.69,-4.46,-3.199,-3.226,-4.39,-4.86,-5.499,-5.984,-6.07
2447,1.58,2.34,89.03,-6.459,57048.07,-7.033,-5.639,-5.705,-6.957,-7.453,-8.131,-8.649,-8.739
2448,1.91,1.72,139.88,-4.27,9097.31,-4.821,-3.524,-3.553,-4.748,-5.227,-5.879,-6.375,-6.463
2449,1.23,5.09,87.0,-3.975,5785.58,-4.504,-3.245,-3.276,-4.441,-4.909,-5.543,-6.022,-6.106
2450,2.17,0.98,145.21,-5.44,24200.32,-6.005,-4.647,-4.7,-5.93,-6.42,-7.09,-7.602,-7.691
2451,2.32,0.22,46.67,-2.037,1330.78,-2.561,-1.363,-1.355,-2.495,-2.955,-3.574,-4.038,-4.124
2452,1.37,7.46,175.0,-8.917,589334.69,-9.466,-8.151,-8.195,-9.396,-9.877,-10.529,-11.03,-11.114
2453,0.76,23.61,137.32,-6.245,51567.04,-6.805,-5.478,-5.518,-6.73,-7.215,-7.877,-8.381,-8.47
2454,0.53,12.5,42.66,-2.788,2143.73,-3.281,-2.169,-2.153,-3.219,-3.658,-4.245,-4.681,-4.761
2455,1.3,7.58,150.87,-8.229,318505.12,-8.778,-7.465,-7.505,-8.706,-9.187,-9.845,-10.346,-10.433
2456,0.67,37.75,175.0,-4.96,14622.85,-5.534,-4.144,-4.209,-5.456,-5.951,-6.63,-7.149,-7.24
2457,1.58,0.87,33.55,-2.848,2699.93,-3.369,-2.166,-2.165,-3.305,-3.765,-4.385,-4.849,-4.935
2458,1.49,5.65,175.0,-5.965,36221.68,-6.517,-5.181,-5.233,-6.448,-6.933,-7.592,-8.092,-8.18
2459,0.61,9.77,39.5,-4.955,13396.5,-5.53,-4.125,-4.198,-5.454,-5.951,-6.632,-7.154,-7.244
2460,1.19,3.06,47.46,-3.059,2897.76,-3.62,-2.28,-2.323,-3.546,-4.033,-4.696,-5.202,-5.291
2461,1.37,7.44,175.0,-7.185,108359.94,-7.794,-6.418,-6.455,-7.677,-8.17,-8.847,-9.369,-9.461
2462,0.85,24.51,175.0,-7.309,137722.48,-7.862,-6.547,-6.585,-7.791,-8.271,-8.924,-9.423,-9.512
2463,2.09,1.42,175.0,-6.185,43960.96,-6.786,-5.486,-5.49,-6.658,-7.137,-7.795,-8.3,-8.389
2464,2.29,0.29,55.24,-2.321,1608.7,-2.82,-1.687,-1.672,-2.761,-3.205,-3.801,-4.242,-4.324
2465,1.31,1.5,30.31,-2.416,1606.3,-2.891,-1.857,-1.816,-2.83,-3.251,-3.809,-4.218,-4.294
2466,2.03,1.65,175.0,-6.771,82973.9,-7.312,-6.03,-6.062,-7.244,-7.719,-8.362,-8.85,-8.937
2467,0.85,14.3,101.26,-5.741,31376.93,-6.291,-4.982,-5.02,-6.221,-6.701,-7.355,-7.851,-7.939
2468,0.59,19.48,76.1,-2.232,1251.39,-2.739,-1.557,-1.565,-2.681,-3.134,-3.743,-4.197,-4.279
2469,0.59,41.61,162.96,-5.225,19532.4,-5.773,-4.455,-4.5,-5.705,-6.186,-6.839,-7.335,-7.423
2470,1.07,14.81,175.0,-9.39,904905.38,-9.943,-8.661,-8.688,-9.86,-10.329,-10.971,-11.464,-11.546
2471,1.16,8.72,125.5,-4.805,14535.79,-5.337,-4.092,-4.108,-5.272,-5.739,-6.372,-6.85,-6.935
2472,1.66,3.86,175.0,-9.497,997364.81,-10.061,-8.746,-8.778,-9.975,-10.448,-11.099,-11.602,-11.684
2473,1.61,2.6,105.88,-2.837,2365.66,-3.379,-2.087,-2.126,-3.311,-3.786,-4.433,-4.922,-5.01
2474,1.73,3.27,175.0,-4.521,12242.81,-5.048,-3.824,-3.829,-4.983,-5.447,-6.074,-6.544,-6.63
2475,1.47,3.16,92.13,-7.24,126981.32,-7.79,-6.477,-6.517,-7.72,-8.199,-8.851,-9.348,-9.437
2476,1.03,12.49,134.63,-4.745,12193.37,-5.3,-3.968,-4.014,-5.229,-5.714,-6.374,-6.876,-6.964
2477,1.93,1.69,144.05,-4.009,6750.9,-4.515,-3.352,-3.35,-4.455,-4.905,-5.509,-5.96,-6.042
2478,2.16,0.52,74.42,-3.929,5989.09,-4.46,-3.199,-3.225,-4.397,-4.867,-5.502,-5.98,-6.066
2479,2.3,0.34,67.46,-5.595,29011.06,-6.123,-4.887,-4.904,-6.057,-6.523,-7.153,-7.628,-7.713
2480,0.91,10.13,81.99,-2.265,1367.34,-2.743,-1.688,-1.655,-2.683,-3.109,-3.674,-4.09,-4.168
2481,1.79,2.85,175.0,-6.268,51008.17,-6.824,-5.499,-5.542,-6.751,-7.235,-7.895,-8.397,-8.486
2482,2.46,0.39,111.82,-7.112,108432.93,-7.688,-6.371,-6.397,-7.591,-8.073,-8.728,-9.231,-9.32
2483,1.74,3.2,175.0,-8.372,354995.09,-8.916,-7.612,-7.653,-8.848,-9.326,-9.979,-10.474,-10.559
2484,2.27,0.78,144.2,-5.221,19952.3,-5.783,-4.438,-4.485,-5.709,-6.197,-6.863,-7.37,-7.46
2485,1.74,3.19,175.0,-5.457,22788.9,-6.025,-4.649,-4.71,-5.95,-6.443,-7.117,-7.632,-7.721
2486,1.5,5.55,175.0,-9.639,1156870.5,-10.192,-8.904,-8.93,-10.109,-10.577,-11.221,-11.717,-11.798
2487,0.97,7.84,73.11,-3.448,3839.91,-3.988,-2.696,-2.736,-3.921,-4.396,-5.042,-5.532,-5.619
2488,1.88,2.29,175.0,-7.962,230653.02,-8.52,-7.164,-7.221,-8.447,-8.934,-9.602,-10.114,-10.202
2489,0.91,21.49,175.0,-8.644,448689.62,-9.212,-7.885,-7.924,-9.125,-9.608,-10.268,-10.774,-10.86
2490,1.65,2.4,106.92,-6.388,54358.71,-6.961,-5.58,-5.64,-6.883,-7.378,-8.054,-8.571,-8.662
2491,1.77,2.99,175.0,-7.401,136279.45,-7.983,-6.622,-6.665,-7.89,-8.376,-9.042,-9.553,-9.643
2492,1.56,4.36,159.14,-5.141,18616.8,-5.682,-4.398,-4.431,-5.614,-6.089,-6.734,-7.222,-7.309
2493,0.73,32.37,175.0,-7.487,156247.78,-8.04,-6.713,-6.758,-7.97,-8.449,-9.106,-9.608,-9.697
2494,1.09,4.37,54.39,-2.383,1488.39,-2.88,-1.742,-1.74,-2.82,-3.263,-3.859,-4.302,-4.383
2495,0.65,38.85,175.0,-9.95,1611456.38,-10.49,-9.224,-9.246,-10.411,-10.878,-11.517,-12.01,-12.089
2496,1.06,15.37,175.0,-7.61,176468.41,-8.174,-6.899,-6.914,-8.079,-8.549,-9.192,-9.685,-9.772
2497,0.84,25.04,175.0,-7.431,143200.08,-7.999,-6.632,-6.688,-7.924,-8.412,-9.082,-9.596,-9.687
2498,0.85,19.45,136.98,-4.776,14637.03,-5.305,-4.078,-4.088,-5.238,-5.702,-6.33,-6.804,-6.889
2499,1.17,11.9,175.0,-9.503,1046692.25,-10.055,-8.777,-8.8,-9.972,-10.44,-11.08,-11.574,-11.656
2500,0.58,45.92,175.0,-6.959,96570.52,-7.509,-6.195,-6.237,-7.439,-7.92,-8.571,-9.067,-9.156
2501,1.84,0.83,57.11,-4.495,9960.53,-5.032,-3.755,-3.788,-4.965,-5.439,-6.081,-6.568,-6.655
2502,0.83,25.79,175.0,-7.823,211259.42,-8.39,-7.094,-7.114,-8.295,-8.768,-9.418,-9.915,-10.003
2503,1.72,3.35,175.0,-7.759,203808.77,-8.306,-6.998,-7.038,-8.235,-8.71,-9.359,-9.854,-9.943
2504,1.98,1.41,133.64,-6.599,68149.34,-7.148,-5.834,-5.877,-7.079,-7.559,-8.212,-8.707,-8.795
2505,0.69,35.56,175.0,-7.933,238117.62,-8.481,-7.162,-7.206,-8.411,-8.89,-9.547,-10.049,-10.136
2506,1.72,0.93,48.66,-2.274,1376.58,-2.784,-1.611,-1.614,-2.72,-3.171,-3.78,-4.236,-4.319
2507,1.07,14.99,175.0,-5.466,22674.63,-6.041,-4.629,-4.702,-5.966,-6.465,-7.147,-7.667,-7.758
2508,0.51,54.54,175.0,-9.892,1498499.5,-10.434,-9.147,-9.178,-10.359,-10.83,-11.475,-11.972,-12.053
2509,0.74,31.03,171.01,-5.12,18995.12,-5.665,-4.375,-4.407,-5.595,-6.072,-6.721,-7.212,-7.3
2510,1.22,4.52,74.24,-6.171,42024.97,-6.749,-5.33,-5.407,-6.673,-7.173,-7.856,-8.379,-8.47
2511,1.41,2.32,59.08,-2.433,1314.12,-2.97,-1.682,-1.726,-2.904,-3.377,-4.021,-4.509,-4.595
2512,1.61,4.33,175.0,-8.229,304975.12,-8.792,-7.455,-7.5,-8.712,-9.198,-9.865,-10.373,-10.461
2513,1.74,0.74,40.18,-3.088,2873.64,-3.596,-2.426,-2.423,-3.536,-3.988,-4.594,-5.046,-5.128
2514,0.84,25.37,175.0,-8.01,258751.58,-8.549,-7.257,-7.293,-8.481,-8.956,-9.605,-10.099,-10.185
2515,1.32,6.86,144.72,-7.329,139813.31,-7.879,-6.573,-6.609,-7.808,-8.286,-8.936,-9.433,-9.522
2516,0.66,35.17,161.45,-4.835,14541.49,-5.371,-4.101,-4.129,-5.305,-5.777,-6.416,-6.899,-6.986
2517,1.62,1.69,70.36,-2.056,1147.31,-2.561,-1.404,-1.396,-2.501,-2.951,-3.554,-4.003,-4.085
2518,1.22,9.32,153.11,-5.218,19677.87,-5.769,-4.461,-4.499,-5.697,-6.177,-6.832,-7.33,-7.419
2519,0.98,7.12,68.41,-2.577,1791.03,-3.113,-1.827,-1.856,-3.052,-3.527,-4.168,-4.65,-4.736
2520,0.73,9.36,50.72,-4.028,7122.15,-4.559,-3.301,-3.323,-4.496,-4.966,-5.6,-6.077,-6.163
2521,1.64,3.29,142.66,-7.731,189643.05,-8.287,-6.942,-6.994,-8.216,-8.699,-9.362,-9.871,-9.96
2522,1.56,0.96,34.78,-2.278,1531.63,-2.765,-1.681,-1.656,-2.703,-3.136,-3.714,-4.14,-4.221
2523,0.63,37.71,161.33,-7.016,101762.48,-7.573,-6.242,-6.287,-7.501,-7.986,-8.643,-9.146,-9.235
2524,1.31,8.64,175.0,-9.455,992354.56,-10.0,-8.715,-8.745,-9.926,-10.395,-11.037,-11.531,-11.612
2525,1.24,10.14,175.0,-8.582,426693.47,-9.142,-7.826,-7.864,-9.06,-9.541,-10.198,-10.699,-10.785
